RawMaterial,Description,Manufactur,ManufacturPN,QPA,Vendor#,Vendor name,LeadTime,Usage,FinishedGood
01106088-AL1,PCB FR4 4L 2P X1312 Fender LH Rev:05,,,1,,,121,100,6971-0009-05
01106088-AL1 1,PCB FR4 4L 2P X1312 Fender LH Rev:05,RAYBEN,39000EA,1,12529,Rayben technologies (HK) limited,121,100,6971-0009-05
01106088-AL1 2,PCB FR4 4L 2P X1312 Fender LH Rev:05,ONPRESS,S00432062BTA0,1,12449,Onpress PCB Limited,121,100,6971-0009-05
04-011723-01,S/P Sn96.5/Ag3.0/Cu0.5 TLF-204-111M,TAMURA,TLF-204-111M,0.6,10076,PROVEEDORA DE AISLANTES ELECTRICOS,35,100,6971-0009-05
18107157-ALM126 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107157-ALM126 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107158-ALM127,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107158-ALM127 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107158-ALM127 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107158-ALM127 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107159-ALM128,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107159-ALM128 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107159-ALM128 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107159-ALM128 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107160-ALM129,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107160-ALM129 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107160-ALM129 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107160-ALM129 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107161-ALM130,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107161-ALM130 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107161-ALM130 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107161-ALM130 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107162-ALM131,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107162-ALM131 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107162-ALM131 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107162-ALM131 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107163-ALM132,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107163-ALM132 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107163-ALM132 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107163-ALM132 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107164-ALM133,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107164-ALM133 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107164-ALM133 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107164-ALM133 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107165-ALM134,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107165-ALM134 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107165-ALM134 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107165-ALM134 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107166-ALM135,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107166-ALM135 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107166-ALM135 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107166-ALM135 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107167-ALM136,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107167-ALM136 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107167-ALM136 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107167-ALM136 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107168-ALM137,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107168-ALM137 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107168-ALM137 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107168-ALM137 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107169-ALM138,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107169-ALM138 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107169-ALM138 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107169-ALM138 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107170-ALM139,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107170-ALM139 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107170-ALM139 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107170-ALM139 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107171-ALM140,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107171-ALM140 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107171-ALM140 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107171-ALM140 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107172-ALM141,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107172-ALM141 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107172-ALM141 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107172-ALM141 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107173-ALM142,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107173-ALM142 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107173-ALM142 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107173-ALM142 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107174-ALM143,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107174-ALM143 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107174-ALM143 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107174-ALM143 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107175-ALM144,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,90,100,6971-0009-05
18107175-ALM144 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,90,100,6971-0009-05
18107175-ALM144 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,90,100,6971-0009-05
18107175-ALM144 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,90,100,6971-0009-05
18107176-ALM145,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,90,100,6971-0009-05
18107176-ALM145 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,90,100,6971-0009-05
18107176-ALM145 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,90,100,6971-0009-05
18107176-ALM145 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,10271,WALSIN TECHNOLOGY CORPORATION,90,100,6971-0009-05
18107177-ALM146,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,90,100,6971-0009-05
18107177-ALM146 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,90,100,6971-0009-05
18107177-ALM146 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,90,100,6971-0009-05
18107177-ALM146 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,10271,WALSIN TECHNOLOGY CORPORATION,90,100,6971-0009-05
18107178-ALM147,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107178-ALM147 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107178-ALM147 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107178-ALM147 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,,,84,100,6971-0009-05
18107179-ALM148,CHIP RES;22R 1% 100PPM 0805 1/8W,,,6,,,84,100,6971-0009-05
18107179-ALM148 1,CHIP RES;22R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD22R0F,6,,,84,100,6971-0009-05
18107179-ALM148 2,CHIP RES;22R 1% 100PPM 0805 1/8W,VISHAY,CRCW080522R0FKEA,6,,,84,100,6971-0009-05
18107179-ALM148 3,CHIP RES;22R 1% 100PPM 0805 1/8W,WALSIN,MR08X22R0FTL,6,10271,WALSIN TECHNOLOGY CORPORATION,84,100,6971-0009-05
18107180-ALM101,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,35,100,6971-0009-05
18107180-ALM101 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,35,100,6971-0009-05
18107180-ALM101 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,,,35,100,6971-0009-05
18107180-ALM101 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,35,100,6971-0009-05
18107180-ALM101 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,35,100,6971-0009-05
18107181-AML102,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107181-AML102 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107181-AML102 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107181-AML102 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107181-AML102 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107182-AML103,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107182-AML103 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107182-AML103 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107182-AML103 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107182-AML103 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107183-AML104,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107183-AML104 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107183-AML104 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107183-AML104 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107183-AML104 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107184-AML105,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107184-AML105 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107184-AML105 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107184-AML105 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107184-AML105 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107185-AML106,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107185-AML106 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107185-AML106 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107185-AML106 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107185-AML106 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107186-AML107,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107186-AML107 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107186-AML107 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107186-AML107 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107186-AML107 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107187-AML108,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107187-AML108 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107187-AML108 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107187-AML108 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107187-AML108 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107188-AML109,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107188-AML109 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107188-AML109 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107188-AML109 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107188-AML109 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107189-AML110,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107189-AML110 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107189-AML110 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107189-AML110 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107189-AML110 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107190-AML111,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107190-AML111 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107190-AML111 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107190-AML111 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107190-AML111 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107191-AML112,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107191-AML112 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107191-AML112 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107191-AML112 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107191-AML112 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107192-AML113,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107192-AML113 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107192-AML113 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107192-AML113 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107192-AML113 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107193-AML114,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107193-AML114 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107193-AML114 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107193-AML114 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107193-AML114 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107194-AML115,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107194-AML115 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107194-AML115 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107194-AML115 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107194-AML115 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107195-AML116,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107195-AML116 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107195-AML116 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107195-AML116 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107195-AML116 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107196-AML117,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107196-AML117 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107196-AML117 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107196-AML117 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107196-AML117 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107197-AML118,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107197-AML118 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107197-AML118 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107197-AML118 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107197-AML118 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107198-AML119,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107198-AML119 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107198-AML119 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107198-AML119 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107198-AML119 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107199-AML120,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107199-AML120 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107199-AML120 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107199-AML120 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107199-AML120 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107200-AML121,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107200-AML121 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
18107200-AML121 2,CHIP RES;27R 1% 100PPM 0805 1/4W,WALSIN,MR08X27R0FQL,6,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18107200-AML121 3,CHIP RES;27R 1% 100PPM 0805 1/4W,VIKING,CR-05FC7---27R,6,,,98,100,6971-0009-05
18107200-AML121 4,CHIP RES;27R 1% 100PPM 0805 1/4W,FENGHUA,ABF05K27R0FT,6,,,98,100,6971-0009-05
18107201-AML122,CHIP RES;27R 1% 100PPM 0805 1/4W,,,6,,,98,100,6971-0009-05
18107201-AML122 1,CHIP RES;27R 1% 100PPM 0805 1/4W,YAGEO,AC0805FR-7W27RL,6,,,98,100,6971-0009-05
